main
Testing r = 10, fs = 0.010
  Trial 1: Success = 1, Time = 3.41 s, L_error = 5.35e-06, S_error = 2.75e-05
  Trial 7: Success = 1, Time = 8.45 s, L_error = 2.27e-06, S_error = 1.47e-05
  Trial 8: Success = 1, Time = 7.65 s, L_error = 4.57e-06, S_error = 1.41e-05
  Trial 9: Success = 1, Time = 9.79 s, L_error = 2.63e-06, S_error = 1.47e-05
  Trial 10: Success = 1, Time = 13.37 s, L_error = 2.52e-06, S_error = 1.36e-05
  Trial 11: Success = 1, Time = 12.34 s, L_error = 2.48e-06, S_error = 1.35e-05
  Trial 12: Success = 1, Time = 12.78 s, L_error = 2.69e-06, S_error = 1.34e-05
  Trial 13: Success = 1, Time = 8.05 s, L_error = 3.08e-06, S_error = 1.45e-05
  Trial 14: Success = 1, Time = 7.79 s, L_error = 2.53e-06, S_error = 1.33e-05
  Trial 15: Success = 1, Time = 8.72 s, L_error = 2.64e-06, S_error = 1.36e-05
Testing r = 10, fs = 0.100
  Trial 1: Success = 1, Time = 59.05 s, L_error = 2.70e-06, S_error = 1.28e-05
  Trial 2: Success = 1, Time = 11.96 s, L_error = 2.74e-06, S_error = 1.35e-05
  Trial 3: Success = 1, Time = 11.25 s, L_error = 2.64e-06, S_error = 1.32e-05
  Trial 4: Success = 1, Time = 9.16 s, L_error = 2.37e-06, S_error = 1.22e-05
  Trial 5: Success = 1, Time = 11.62 s, L_error = 2.62e-06, S_error = 1.38e-05
  Trial 6: Success = 1, Time = 11.08 s, L_error = 2.71e-06, S_error = 1.35e-05
  Trial 7: Success = 1, Time = 10.57 s, L_error = 2.70e-06, S_error = 1.42e-05
  Trial 8: Success = 1, Time = 9.63 s, L_error = 2.61e-06, S_error = 1.25e-05
  Trial 9: Success = 1, Time = 8.80 s, L_error = 2.82e-06, S_error = 1.35e-05
  Trial 10: Success = 1, Time = 9.12 s, L_error = 2.52e-06, S_error = 1.30e-05
  Trial 11: Success = 1, Time = 9.30 s, L_error = 2.73e-06, S_error = 1.37e-05
  Trial 12: Success = 1, Time = 9.50 s, L_error = 2.58e-06, S_error = 1.33e-05
  Trial 13: Success = 1, Time = 9.35 s, L_error = 2.72e-06, S_error = 1.37e-05
  Trial 14: Success = 1, Time = 9.34 s, L_error = 2.60e-06, S_error = 1.35e-05
  Trial 15: Success = 1, Time = 10.01 s, L_error = 2.42e-06, S_error = 1.32e-05
Testing r = 10, fs = 0.150
  Trial 1: Success = 1, Time = 11.95 s, L_error = 3.39e-06, S_error = 1.22e-05
  Trial 2: Success = 1, Time = 13.80 s, L_error = 3.14e-06, S_error = 1.29e-05
  Trial 3: Success = 1, Time = 18.52 s, L_error = 3.25e-06, S_error = 1.29e-05
  Trial 4: Success = 1, Time = 13.57 s, L_error = 3.44e-06, S_error = 1.27e-05
  Trial 5: Success = 1, Time = 15.88 s, L_error = 3.14e-06, S_error = 1.30e-05
  Trial 6: Success = 1, Time = 13.16 s, L_error = 3.15e-06, S_error = 1.28e-05
  Trial 7: Success = 1, Time = 12.48 s, L_error = 3.09e-06, S_error = 1.23e-05
  Trial 8: Success = 1, Time = 12.78 s, L_error = 3.19e-06, S_error = 1.17e-05
  Trial 9: Success = 1, Time = 12.91 s, L_error = 3.14e-06, S_error = 1.26e-05
  Trial 10: Success = 1, Time = 12.49 s, L_error = 3.18e-06, S_error = 1.18e-05
  Trial 11: Success = 1, Time = 12.64 s, L_error = 2.86e-06, S_error = 1.23e-05
  Trial 12: Success = 1, Time = 13.97 s, L_error = 3.44e-06, S_error = 1.21e-05
  Trial 13: Success = 1, Time = 12.63 s, L_error = 3.07e-06, S_error = 1.28e-05
  Trial 14: Success = 1, Time = 13.11 s, L_error = 3.42e-06, S_error = 1.26e-05
  Trial 15: Success = 1, Time = 12.05 s, L_error = 3.84e-06, S_error = 1.28e-05
Testing r = 30, fs = 0.010
  Trial 1: Success = 1, Time = 3.42 s, L_error = 2.93e-06, S_error = 2.39e-05
  Trial 2: Success = 1, Time = 3.66 s, L_error = 2.83e-06, S_error = 2.47e-05
  Trial 3: Success = 1, Time = 3.44 s, L_error = 3.56e-06, S_error = 3.19e-05
  Trial 4: Success = 1, Time = 3.57 s, L_error = 2.84e-06, S_error = 2.54e-05
  Trial 5: Success = 1, Time = 3.44 s, L_error = 3.59e-06, S_error = 3.02e-05
  Trial 6: Success = 1, Time = 3.38 s, L_error = 5.41e-06, S_error = 2.27e-05
  Trial 7: Success = 1, Time = 3.28 s, L_error = 4.05e-06, S_error = 2.27e-05
  Trial 8: Success = 1, Time = 3.41 s, L_error = 3.05e-06, S_error = 2.06e-05
  Trial 9: Success = 1, Time = 3.79 s, L_error = 3.88e-06, S_error = 1.97e-05
  Trial 10: Success = 1, Time = 4.48 s, L_error = 3.33e-06, S_error = 2.90e-05
  Trial 11: Success = 1, Time = 3.83 s, L_error = 3.56e-06, S_error = 1.92e-05
  Trial 12: Success = 1, Time = 3.47 s, L_error = 2.78e-06, S_error = 1.96e-05
  Trial 13: Success = 1, Time = 3.38 s, L_error = 3.98e-06, S_error = 2.45e-05
  Trial 14: Success = 1, Time = 3.44 s, L_error = 7.59e-06, S_error = 1.16e-05
  Trial 15: Success = 1, Time = 3.83 s, L_error = 5.19e-06, S_error = 2.78e-05
Testing r = 30, fs = 0.020
  Trial 1: Success = 1, Time = 5.90 s, L_error = 3.94e-06, S_error = 1.93e-05
  Trial 2: Success = 1, Time = 5.89 s, L_error = 3.51e-06, S_error = 2.54e-05
  Trial 3: Success = 1, Time = 4.88 s, L_error = 3.61e-06, S_error = 2.23e-05
  Trial 4: Success = 1, Time = 4.60 s, L_error = 4.60e-06, S_error = 1.38e-05
  Trial 5: Success = 1, Time = 4.67 s, L_error = 3.28e-06, S_error = 1.80e-05
  Trial 6: Success = 1, Time = 4.39 s, L_error = 3.50e-06, S_error = 2.49e-05
  Trial 7: Success = 1, Time = 4.74 s, L_error = 3.13e-06, S_error = 2.36e-05
  Trial 8: Success = 1, Time = 4.66 s, L_error = 2.87e-06, S_error = 2.41e-05
  Trial 9: Success = 1, Time = 4.53 s, L_error = 3.02e-06, S_error = 2.20e-05
  Trial 10: Success = 1, Time = 4.35 s, L_error = 3.46e-06, S_error = 2.25e-05
  Trial 11: Success = 1, Time = 4.12 s, L_error = 4.49e-06, S_error = 1.87e-05
  Trial 12: Success = 1, Time = 4.42 s, L_error = 3.56e-06, S_error = 2.42e-05
  Trial 13: Success = 1, Time = 4.40 s, L_error = 3.17e-06, S_error = 2.39e-05
  Trial 14: Success = 1, Time = 4.61 s, L_error = 3.16e-06, S_error = 2.34e-05
  Trial 15: Success = 1, Time = 5.27 s, L_error = 3.27e-06, S_error = 2.06e-05
Testing r = 30, fs = 0.030
  Trial 1: Success = 1, Time = 5.55 s, L_error = 3.26e-06, S_error = 1.75e-05
  Trial 2: Success = 1, Time = 5.42 s, L_error = 3.55e-06, S_error = 1.19e-05
  Trial 3: Success = 1, Time = 4.86 s, L_error = 5.10e-06, S_error = 2.06e-05
  Trial 4: Success = 1, Time = 6.17 s, L_error = 3.19e-06, S_error = 1.90e-05
  Trial 5: Success = 1, Time = 5.44 s, L_error = 3.54e-06, S_error = 1.82e-05
  Trial 6: Success = 1, Time = 4.84 s, L_error = 4.30e-06, S_error = 1.62e-05
  Trial 7: Success = 1, Time = 4.98 s, L_error = 3.79e-06, S_error = 2.06e-05
  Trial 8: Success = 1, Time = 5.12 s, L_error = 4.13e-06, S_error = 2.07e-05
  Trial 9: Success = 1, Time = 6.02 s, L_error = 3.77e-06, S_error = 2.08e-05
  Trial 10: Success = 1, Time = 5.45 s, L_error = 4.43e-06, S_error = 1.93e-05
  Trial 11: Success = 1, Time = 4.95 s, L_error = 4.14e-06, S_error = 1.77e-05
  Trial 12: Success = 1, Time = 4.95 s, L_error = 4.09e-06, S_error = 2.08e-05
  Trial 13: Success = 1, Time = 5.75 s, L_error = 3.73e-06, S_error = 1.94e-05
  Trial 14: Success = 1, Time = 5.84 s, L_error = 3.72e-06, S_error = 2.03e-05
  Trial 15: Success = 1, Time = 5.57 s, L_error = 3.52e-06, S_error = 2.11e-05
Testing r = 30, fs = 0.040
  Trial 1: Success = 1, Time = 5.86 s, L_error = 3.50e-06, S_error = 1.82e-05
  Trial 2: Success = 1, Time = 5.58 s, L_error = 5.62e-06, S_error = 1.52e-05
  Trial 3: Success = 1, Time = 5.70 s, L_error = 4.82e-06, S_error = 1.89e-05
  Trial 4: Success = 1, Time = 5.84 s, L_error = 3.80e-06, S_error = 1.92e-05
  Trial 5: Success = 1, Time = 5.78 s, L_error = 4.17e-06, S_error = 1.75e-05
  Trial 6: Success = 1, Time = 5.74 s, L_error = 4.37e-06, S_error = 1.88e-05
  Trial 7: Success = 1, Time = 5.71 s, L_error = 3.70e-06, S_error = 1.84e-05
  Trial 8: Success = 1, Time = 6.35 s, L_error = 3.74e-06, S_error = 1.87e-05
  Trial 9: Success = 1, Time = 5.89 s, L_error = 4.15e-06, S_error = 1.83e-05
  Trial 10: Success = 1, Time = 6.30 s, L_error = 3.62e-06, S_error = 1.89e-05
  Trial 11: Success = 1, Time = 6.01 s, L_error = 3.55e-06, S_error = 1.92e-05
  Trial 12: Success = 1, Time = 5.95 s, L_error = 3.53e-06, S_error = 1.91e-05
  Trial 13: Success = 1, Time = 5.67 s, L_error = 4.32e-06, S_error = 1.87e-05
  Trial 14: Success = 1, Time = 6.16 s, L_error = 3.68e-06, S_error = 1.89e-05
  Trial 15: Success = 1, Time = 5.69 s, L_error = 5.95e-06, S_error = 1.82e-05
Testing r = 30, fs = 0.060
  Trial 1: Success = 1, Time = 7.42 s, L_error = 4.11e-06, S_error = 1.52e-05
  Trial 2: Success = 1, Time = 7.39 s, L_error = 4.18e-06, S_error = 1.65e-05
  Trial 3: Success = 1, Time = 7.39 s, L_error = 3.80e-06, S_error = 1.60e-05
  Trial 4: Success = 1, Time = 7.29 s, L_error = 3.89e-06, S_error = 1.47e-05
  Trial 5: Success = 1, Time = 8.20 s, L_error = 4.09e-06, S_error = 1.61e-05
  Trial 6: Success = 1, Time = 8.09 s, L_error = 4.16e-06, S_error = 1.62e-05
  Trial 7: Success = 1, Time = 7.19 s, L_error = 4.30e-06, S_error = 1.68e-05
  Trial 8: Success = 1, Time = 7.74 s, L_error = 3.90e-06, S_error = 1.63e-05
  Trial 9: Success = 1, Time = 7.06 s, L_error = 4.08e-06, S_error = 1.56e-05
  Trial 10: Success = 1, Time = 7.34 s, L_error = 3.75e-06, S_error = 1.57e-05
  Trial 11: Success = 1, Time = 7.46 s, L_error = 4.18e-06, S_error = 1.66e-05
  Trial 12: Success = 1, Time = 7.57 s, L_error = 4.02e-06, S_error = 1.64e-05
  Trial 13: Success = 1, Time = 7.76 s, L_error = 4.08e-06, S_error = 1.69e-05
  Trial 14: Success = 1, Time = 7.39 s, L_error = 4.31e-06, S_error = 1.68e-05
  Trial 15: Success = 1, Time = 7.03 s, L_error = 5.48e-06, S_error = 1.61e-05
Testing r = 30, fs = 0.080
  Trial 1: Success = 1, Time = 8.81 s, L_error = 4.70e-06, S_error = 1.49e-05
  Trial 2: Success = 1, Time = 8.80 s, L_error = 4.41e-06, S_error = 1.54e-05
  Trial 3: Success = 1, Time = 8.86 s, L_error = 4.45e-06, S_error = 1.46e-05
  Trial 4: Success = 1, Time = 9.04 s, L_error = 4.47e-06, S_error = 1.56e-05
  Trial 5: Success = 1, Time = 8.29 s, L_error = 4.57e-06, S_error = 1.52e-05
  Trial 6: Success = 1, Time = 8.87 s, L_error = 4.18e-06, S_error = 1.52e-05
  Trial 7: Success = 1, Time = 8.37 s, L_error = 4.19e-06, S_error = 1.53e-05
  Trial 8: Success = 1, Time = 9.04 s, L_error = 4.15e-06, S_error = 1.51e-05
  Trial 9: Success = 1, Time = 9.52 s, L_error = 4.93e-06, S_error = 1.51e-05
  Trial 10: Success = 1, Time = 10.13 s, L_error = 4.31e-06, S_error = 1.23e-05
  Trial 11: Success = 1, Time = 10.72 s, L_error = 4.64e-06, S_error = 1.54e-05
  Trial 12: Success = 1, Time = 10.05 s, L_error = 4.41e-06, S_error = 1.30e-05
  Trial 13: Success = 1, Time = 10.12 s, L_error = 4.15e-06, S_error = 1.42e-05
  Trial 14: Success = 1, Time = 9.16 s, L_error = 4.48e-06, S_error = 1.49e-05
  Trial 15: Success = 1, Time = 8.38 s, L_error = 4.16e-06, S_error = 1.37e-05
Testing r = 30, fs = 0.100
  Trial 1: Success = 1, Time = 9.46 s, L_error = 4.57e-06, S_error = 1.37e-05
  Trial 2: Success = 1, Time = 9.33 s, L_error = 4.96e-06, S_error = 1.27e-05
  Trial 3: Success = 1, Time = 9.46 s, L_error = 5.10e-06, S_error = 1.42e-05
  Trial 4: Success = 1, Time = 9.40 s, L_error = 4.63e-06, S_error = 1.40e-05
  Trial 5: Success = 1, Time = 9.07 s, L_error = 4.86e-06, S_error = 1.43e-05
  Trial 6: Success = 1, Time = 9.35 s, L_error = 4.73e-06, S_error = 1.44e-05
  Trial 7: Success = 1, Time = 9.85 s, L_error = 4.84e-06, S_error = 1.38e-05
  Trial 8: Success = 1, Time = 9.28 s, L_error = 4.73e-06, S_error = 1.31e-05
  Trial 9: Success = 1, Time = 9.36 s, L_error = 4.81e-06, S_error = 1.29e-05
  Trial 10: Success = 1, Time = 9.29 s, L_error = 4.64e-06, S_error = 1.32e-05
  Trial 11: Success = 1, Time = 9.06 s, L_error = 4.92e-06, S_error = 1.36e-05
  Trial 12: Success = 1, Time = 9.72 s, L_error = 5.05e-06, S_error = 1.44e-05
  Trial 13: Success = 1, Time = 9.49 s, L_error = 4.44e-06, S_error = 1.44e-05
  Trial 14: Success = 1, Time = 9.49 s, L_error = 4.73e-06, S_error = 1.42e-05
  Trial 15: Success = 1, Time = 9.30 s, L_error = 4.82e-06, S_error = 1.45e-05
Testing r = 30, fs = 0.150
  Trial 1: Success = 1, Time = 12.46 s, L_error = 5.61e-06, S_error = 1.31e-05
  Trial 2: Success = 1, Time = 13.27 s, L_error = 5.58e-06, S_error = 1.34e-05
  Trial 3: Success = 1, Time = 14.31 s, L_error = 5.90e-06, S_error = 1.33e-05
  Trial 4: Success = 1, Time = 14.30 s, L_error = 5.51e-06, S_error = 1.31e-05
  Trial 5: Success = 1, Time = 13.89 s, L_error = 5.70e-06, S_error = 1.32e-05
  Trial 6: Success = 1, Time = 14.66 s, L_error = 5.80e-06, S_error = 1.25e-05
  Trial 7: Success = 1, Time = 15.94 s, L_error = 5.57e-06, S_error = 1.28e-05
  Trial 8: Success = 1, Time = 21.39 s, L_error = 5.97e-06, S_error = 1.33e-05
  Trial 9: Success = 1, Time = 20.54 s, L_error = 5.45e-06, S_error = 1.34e-05
  Trial 10: Success = 1, Time = 14.59 s, L_error = 5.68e-06, S_error = 1.33e-05
  Trial 11: Success = 1, Time = 15.68 s, L_error = 6.53e-06, S_error = 1.31e-05
  Trial 12: Success = 1, Time = 15.17 s, L_error = 6.31e-06, S_error = 1.31e-05
  Trial 13: Success = 1, Time = 13.74 s, L_error = 5.79e-06, S_error = 1.34e-05
  Trial 14: Success = 1, Time = 13.65 s, L_error = 5.60e-06, S_error = 1.33e-05
  Trial 15: Success = 1, Time = 17.79 s, L_error = 5.56e-06, S_error = 1.35e-05
Testing r = 50, fs = 0.010
  Trial 1: Success = 1, Time = 4.71 s, L_error = 5.61e-06, S_error = 2.62e-05
  Trial 2: Success = 1, Time = 4.79 s, L_error = 6.71e-06, S_error = 2.32e-05
  Trial 3: Success = 1, Time = 4.00 s, L_error = 3.59e-06, S_error = 1.45e-05
  Trial 4: Success = 1, Time = 3.97 s, L_error = 2.59e-06, S_error = 1.58e-05
  Trial 5: Success = 1, Time = 3.76 s, L_error = 6.39e-06, S_error = 2.99e-05
  Trial 6: Success = 1, Time = 5.64 s, L_error = 4.46e-06, S_error = 2.51e-05
  Trial 7: Success = 1, Time = 3.68 s, L_error = 6.01e-06, S_error = 3.03e-05
  Trial 8: Success = 1, Time = 3.84 s, L_error = 5.07e-06, S_error = 2.45e-05
  Trial 9: Success = 1, Time = 3.67 s, L_error = 4.83e-06, S_error = 3.04e-05
  Trial 10: Success = 1, Time = 3.63 s, L_error = 3.98e-06, S_error = 3.10e-05
  Trial 11: Success = 1, Time = 3.78 s, L_error = 3.69e-06, S_error = 1.27e-05
  Trial 12: Success = 1, Time = 3.58 s, L_error = 4.76e-06, S_error = 2.87e-05
  Trial 13: Success = 1, Time = 3.37 s, L_error = 8.02e-06, S_error = 2.70e-05
  Trial 14: Success = 1, Time = 3.48 s, L_error = 6.66e-06, S_error = 2.81e-05
  Trial 15: Success = 1, Time = 3.45 s, L_error = 4.80e-06, S_error = 2.11e-05
Testing r = 50, fs = 0.020
  Trial 1: Success = 1, Time = 4.26 s, L_error = 7.30e-06, S_error = 2.09e-05
  Trial 2: Success = 1, Time = 4.53 s, L_error = 4.57e-06, S_error = 2.16e-05
  Trial 3: Success = 1, Time = 4.99 s, L_error = 4.86e-06, S_error = 2.01e-05
  Trial 4: Success = 1, Time = 4.94 s, L_error = 4.12e-06, S_error = 2.34e-05
  Trial 5: Success = 1, Time = 4.73 s, L_error = 4.27e-06, S_error = 1.53e-05
  Trial 6: Success = 1, Time = 4.90 s, L_error = 4.17e-06, S_error = 2.36e-05
  Trial 7: Success = 1, Time = 4.30 s, L_error = 7.50e-06, S_error = 2.23e-05
  Trial 8: Success = 1, Time = 4.30 s, L_error = 5.14e-06, S_error = 2.36e-05
  Trial 9: Success = 1, Time = 4.64 s, L_error = 4.88e-06, S_error = 2.39e-05
  Trial 10: Success = 1, Time = 4.85 s, L_error = 6.21e-06, S_error = 2.42e-05
  Trial 11: Success = 1, Time = 5.01 s, L_error = 4.15e-06, S_error = 2.40e-05
  Trial 12: Success = 1, Time = 4.77 s, L_error = 4.63e-06, S_error = 1.85e-05
  Trial 13: Success = 1, Time = 4.97 s, L_error = 4.93e-06, S_error = 2.23e-05
  Trial 14: Success = 1, Time = 4.86 s, L_error = 6.76e-06, S_error = 2.02e-05
  Trial 15: Success = 1, Time = 5.24 s, L_error = 4.61e-06, S_error = 1.69e-05
Testing r = 50, fs = 0.030
  Trial 1: Success = 1, Time = 6.90 s, L_error = 4.81e-06, S_error = 2.21e-05
  Trial 2: Success = 1, Time = 5.78 s, L_error = 4.62e-06, S_error = 2.08e-05
  Trial 3: Success = 1, Time = 6.10 s, L_error = 5.04e-06, S_error = 2.06e-05
  Trial 4: Success = 1, Time = 5.71 s, L_error = 4.54e-06, S_error = 1.79e-05
  Trial 5: Success = 1, Time = 6.59 s, L_error = 4.48e-06, S_error = 1.47e-05
  Trial 6: Success = 1, Time = 5.66 s, L_error = 5.59e-06, S_error = 1.75e-05
  Trial 7: Success = 1, Time = 5.70 s, L_error = 6.73e-06, S_error = 1.74e-05
  Trial 8: Success = 1, Time = 6.15 s, L_error = 4.37e-06, S_error = 2.14e-05
  Trial 9: Success = 1, Time = 5.80 s, L_error = 4.40e-06, S_error = 1.92e-05
  Trial 10: Success = 1, Time = 5.60 s, L_error = 5.10e-06, S_error = 1.85e-05
  Trial 11: Success = 1, Time = 6.24 s, L_error = 5.20e-06, S_error = 2.05e-05
  Trial 12: Success = 1, Time = 6.36 s, L_error = 4.36e-06, S_error = 2.03e-05
  Trial 13: Success = 1, Time = 5.66 s, L_error = 6.01e-06, S_error = 2.05e-05
  Trial 14: Success = 1, Time = 6.64 s, L_error = 4.72e-06, S_error = 2.11e-05
  Trial 15: Success = 1, Time = 5.80 s, L_error = 5.61e-06, S_error = 2.04e-05
Testing r = 50, fs = 0.040
  Trial 1: Success = 1, Time = 7.20 s, L_error = 4.65e-06, S_error = 1.74e-05
  Trial 2: Success = 1, Time = 6.14 s, L_error = 6.31e-06, S_error = 1.82e-05
  Trial 3: Success = 1, Time = 7.46 s, L_error = 5.55e-06, S_error = 1.74e-05
  Trial 4: Success = 1, Time = 7.02 s, L_error = 4.87e-06, S_error = 1.87e-05
